"Wk","Day","Date","Time","Home","xG","Score","xG.1","Away","Attendance","Venue","Referee","Match.Report","Notes"
1,"Fri","2020-08-21","19:00","Bordeaux",0.4,"0-0",0.3,"Nantes",NA,"Stade Matmut-Atlantique","Benoît Bastien","Match Report",NA
1,"Sat","2020-08-22","17:00","Dijon",0.5,"0-1",2.1,"Angers",NA,"Stade Gaston Gérard","Eric Wattellier","Match Report",NA
1,"Sat","2020-08-22","21:00","Lille",0.5,"1-1",1.4,"Rennes",3975,"Stade Pierre-Mauroy","Clément Turpin","Match Report",NA
1,"Sun","2020-08-23","13:00","Monaco",2,"2-2",1.3,"Reims",NA,"Stade Louis II.","François Letexier","Match Report",NA
1,"Sun","2020-08-23","15:00","Nîmes",1.1,"4-0",0.4,"Brest",NA,"Stade des Costières","Jérémie Pignard","Match Report",NA
1,"Sun","2020-08-23","15:00","Lorient",2.8,"3-1",0.5,"Strasbourg",NA,"Stade Yves Allainmat - Le Moustoir","Johan Hamel","Match Report",NA
1,"Sun","2020-08-23","17:00","Nice",0.2,"2-1",2.5,"Lens",NA,"Stade de Nice","Jérôme Miguelgorry","Match Report",NA
2,"Fri","2020-08-28","21:00","Lyon",4.9,"4-1",0.4,"Dijon",NA,"Groupama Stadium","Benoît Millot","Match Report",NA
2,"Sat","2020-08-29","17:00","Rennes",1.9,"2-1",0.5,"Montpellier",NA,"Roazhon Park","Willy Delajod","Match Report",NA
2,"Sat","2020-08-29","21:00","Strasbourg",0.2,"0-2",1.4,"Nice",NA,"Stade de la Meinau","Jérôme Brisard","Match Report",NA
2,"Sun","2020-08-30","13:00","Reims",0.2,"0-1",1.1,"Lille",NA,"Stade Auguste-Delaune II","Stéphanie Frappart","Match Report",NA
2,"Sun","2020-08-30","15:00","Metz",0.7,"0-1",0.3,"Monaco",4463,"Stade Saint-Symphorien","Jeremy Stinat","Match Report",NA
2,"Sun","2020-08-30","15:00","Angers",0.9,"0-2",2.1,"Bordeaux",NA,"Stade Raymond Kopa","Karim Abed","Match Report",NA
2,"Sun","2020-08-30","15:00","Nantes",2.3,"2-1",1.4,"Nîmes",NA,"Stade de la Beaujoire - Louis Fonteneau","Hakim Ben El Hadj Salem","Match Report",NA
2,"Sun","2020-08-30","15:00","Saint-Étienne",1.3,"2-0",0.2,"Lorient",NA,"Stade Geoffroy-Guichard","Florent Batta","Match Report",NA
2,"Sun","2020-08-30","21:00","Brest",2.7,"2-3",1.4,"Marseille",NA,"Stade Francis-Le Blé","Amaury Delerue","Match Report",NA
2,"Thu","2020-09-10","21:00","Lens",1.4,"1-0",0.6,"Paris S-G",NA,"Stade Bollaert-Delelis","Hakim Ben El Hadj Salem","Match Report",NA
3,"Fri","2020-09-11","21:00","Bordeaux",0.2,"0-0",2.2,"Lyon",NA,"Stade Matmut-Atlantique","Ruddy Buquet","Match Report",NA
3,"Sat","2020-09-12","17:00","Montpellier",1.6,"3-1",0.4,"Nice",NA,"Stade de la Mosson","Antony Gautier","Match Report",NA
3,"Sat","2020-09-12","21:00","Saint-Étienne",1.7,"2-0",1.2,"Strasbourg",NA,"Stade Geoffroy-Guichard","Eric Wattellier","Match Report",NA
3,"Sun","2020-09-13","13:00","Lille",1.5,"1-0",0.7,"Metz",NA,"Stade Pierre-Mauroy","Jérémie Pignard","Match Report",NA
3,"Sun","2020-09-13","15:00","Nîmes",1.4,"2-4",1.9,"Rennes",NA,"Stade des Costières","Mikael Lesage","Match Report",NA
3,"Sun","2020-09-13","15:00","Angers",2,"1-0",0.3,"Reims",NA,"Stade Raymond Kopa","Benoît Bastien","Match Report",NA
3,"Sun","2020-09-13","15:00","Lorient",1.3,"2-3",2.1,"Lens",NA,"Stade Yves Allainmat - Le Moustoir","Aurélien Petit","Match Report",NA
3,"Sun","2020-09-13","15:00","Dijon",0.4,"0-2",2,"Brest",NA,"Stade Gaston Gérard","Bastien Dechepy","Match Report",NA
3,"Sun","2020-09-13","17:00","Monaco",2,"2-1",0.6,"Nantes",NA,"Stade Louis II.","Clément Turpin","Match Report",NA
3,"Sun","2020-09-13","21:00","Paris S-G",1.7,"0-1",0.5,"Marseille",NA,"Parc des Princes","Jérôme Brisard","Match Report",NA
1,"Tue","2020-09-15","21:00","Montpellier",1.6,"2-1",1.6,"Lyon",NA,"Stade de la Mosson","François Letexier","Match Report",NA
1,"Wed","2020-09-16","21:00","Paris S-G",2.3,"1-0",1.1,"Metz",NA,"Parc des Princes","Mikael Lesage","Match Report",NA
1,"Thu","2020-09-17","21:00","Marseille",2.3,"0-2",1.5,"Saint-Étienne",NA,"Orange Vélodrome","Ruddy Buquet","Match Report",NA
4,"Fri","2020-09-18","21:00","Lyon",1.3,"0-0",0.5,"Nîmes",4385,"Groupama Stadium","Amaury Delerue","Match Report",NA
4,"Sat","2020-09-19","17:00","Lens",3.5,"2-1",0.4,"Bordeaux",NA,"Stade Bollaert-Delelis","Benoît Millot","Match Report",NA
4,"Sat","2020-09-19","21:00","Rennes",1.3,"2-1",1.3,"Monaco",NA,"Roazhon Park","Jérôme Miguelgorry","Match Report",NA
4,"Sun","2020-09-20","13:00","Nice",1,"0-3",3.2,"Paris S-G",NA,"Stade de Nice","Benoît Bastien","Match Report",NA
4,"Sun","2020-09-20","15:00","Strasbourg",2,"1-0",0.5,"Dijon",NA,"Stade de la Meinau","Florent Batta","Match Report",NA
4,"Sun","2020-09-20","15:00","Montpellier",1.3,"4-1",1,"Angers",NA,"Stade de la Mosson","Stéphanie Frappart","Match Report",NA
4,"Sun","2020-09-20","15:00","Metz",0.9,"2-1",1.4,"Reims",NA,"Stade Saint-Symphorien","Johan Hamel","Match Report",NA
4,"Sun","2020-09-20","15:00","Brest",1.4,"3-2",1.6,"Lorient",NA,"Stade Francis-Le Blé","Karim Abed","Match Report",NA
4,"Sun","2020-09-20","17:00","Nantes",1.9,"2-2",1.1,"Saint-Étienne",NA,"Stade de la Beaujoire - Louis Fonteneau","Antony Gautier","Match Report",NA
4,"Sun","2020-09-20","21:00","Marseille",0.7,"1-1",1.7,"Lille",NA,"Orange Vélodrome","Hakim Ben El Hadj Salem","Match Report",NA
5,"Fri","2020-09-25","21:00","Lille",2,"2-0",0.9,"Nantes",NA,"Stade Pierre-Mauroy","Willy Delajod","Match Report",NA
5,"Sat","2020-09-26","17:00","Saint-Étienne",0.4,"0-3",0.9,"Rennes",NA,"Stade Geoffroy-Guichard","Benoît Bastien","Match Report",NA
5,"Sat","2020-09-26","21:00","Marseille",1.3,"1-1",1.1,"Metz",NA,"Orange Vélodrome","Eric Wattellier","Match Report",NA
5,"Sun","2020-09-27","13:00","Bordeaux",1,"0-0",1,"Nice",NA,"Stade Matmut-Atlantique","François Letexier","Match Report",NA
5,"Sun","2020-09-27","15:00","Monaco",1.5,"3-2",1.4,"Strasbourg",NA,"Stade Louis II.","Jérémie Pignard","Match Report",NA
5,"Sun","2020-09-27","15:00","Angers",0.8,"3-2",3.1,"Brest",NA,"Stade Raymond Kopa","Jeremy Stinat","Match Report",NA
5,"Sun","2020-09-27","15:00","Nîmes",0.6,"1-1",1.4,"Lens",NA,"Stade des Costières","Franck Schneider","Match Report",NA
5,"Sun","2020-09-27","15:00","Dijon",1.5,"2-2",2.4,"Montpellier",NA,"Stade Gaston Gérard","Aurélien Petit","Match Report",NA
5,"Sun","2020-09-27","17:00","Lorient",0.2,"1-1",0.8,"Lyon",NA,"Stade Yves Allainmat - Le Moustoir","Clément Turpin","Match Report",NA
5,"Sun","2020-09-27","21:00","Reims",0.2,"0-2",4.4,"Paris S-G",NA,"Stade Auguste-Delaune II","Ruddy Buquet","Match Report",NA
6,"Fri","2020-10-02","21:00","Paris S-G",2.1,"6-1",0.9,"Angers",NA,"Parc des Princes","Franck Schneider","Match Report",NA
6,"Sat","2020-10-03","17:00","Lens",1.9,"2-0",0.1,"Saint-Étienne",NA,"Stade Bollaert-Delelis","Bastien Dechepy","Match Report",NA
6,"Sat","2020-10-03","21:00","Nice",2.1,"2-1",1.3,"Nantes",NA,"Stade de Nice","Jérôme Brisard","Match Report",NA
6,"Sun","2020-10-04","13:00","Montpellier",0.7,"0-1",0.5,"Nîmes",NA,"Stade de la Mosson","Benoît Millot","Match Report",NA
6,"Sun","2020-10-04","15:00","Metz",1.7,"3-1",0.8,"Lorient",NA,"Stade Saint-Symphorien","Jérôme Miguelgorry","Match Report",NA
6,"Sun","2020-10-04","15:00","Brest",1,"1-0",1.1,"Monaco",NA,"Stade Francis-Le Blé","Johan Hamel","Match Report",NA
6,"Sun","2020-10-04","15:00","Strasbourg",1.7,"0-3",1.9,"Lille",NA,"Stade de la Meinau","Mikael Lesage","Match Report",NA
6,"Sun","2020-10-04","15:00","Bordeaux",1.5,"3-0",0.3,"Dijon",NA,"Stade Matmut-Atlantique","Antony Gautier","Match Report",NA
6,"Sun","2020-10-04","17:00","Rennes",2,"2-2",1.2,"Reims",NA,"Roazhon Park","Florent Batta","Match Report",NA
6,"Sun","2020-10-04","21:00","Lyon",3.2,"1-1",0.2,"Marseille",NA,"Groupama Stadium","Stéphanie Frappart","Match Report",NA
7,"Fri","2020-10-16","19:00","Dijon",0.9,"1-1",1,"Rennes",NA,"Stade Gaston Gérard","Bastien Dechepy","Match Report",NA
7,"Fri","2020-10-16","21:00","Nîmes",0.1,"0-4",4.3,"Paris S-G",NA,"Stade des Costières","Clément Turpin","Match Report",NA
7,"Sat","2020-10-17","17:00","Reims",0.4,"1-3",2.6,"Lorient",NA,"Stade Auguste-Delaune II","Mikael Lesage","Match Report",NA
7,"Sat","2020-10-17","21:00","Marseille",1,"3-1",0.6,"Bordeaux",NA,"Orange Vélodrome","Franck Schneider","Match Report",NA
7,"Sun","2020-10-18","13:00","Strasbourg",2.1,"2-3",3.9,"Lyon",NA,"Stade de la Meinau","Ruddy Buquet","Match Report",NA
7,"Sun","2020-10-18","15:00","Monaco",2.1,"1-1",0.2,"Montpellier",NA,"Stade Louis II.","Hakim Ben El Hadj Salem","Match Report",NA
7,"Sun","2020-10-18","15:00","Angers",1.1,"1-1",1.2,"Metz",NA,"Stade Raymond Kopa","Aurélien Petit","Match Report",NA
7,"Sun","2020-10-18","15:00","Nantes",1.8,"3-1",1.1,"Brest",NA,"Stade de la Beaujoire - Louis Fonteneau","Jérémie Pignard","Match Report",NA
7,"Sun","2020-10-18","17:00","Saint-Étienne",0.8,"1-3",2.3,"Nice",NA,"Stade Geoffroy-Guichard","Amaury Delerue","Match Report",NA
7,"Sun","2020-10-18","21:00","Lille",2.6,"4-0",0.4,"Lens",NA,"Stade Pierre-Mauroy","François Letexier","Match Report",NA
8,"Fri","2020-10-23","21:00","Rennes",1,"1-2",1.4,"Angers",NA,"Roazhon Park","Jérémie Pignard","Match Report",NA
8,"Sat","2020-10-24","17:00","Lorient",0.5,"0-1",1.3,"Marseille",NA,"Stade Yves Allainmat - Le Moustoir","Benoît Bastien","Match Report",NA
8,"Sat","2020-10-24","21:00","Paris S-G",4.6,"4-0",1.7,"Dijon",NA,"Parc des Princes","Johan Hamel","Match Report",NA
8,"Sun","2020-10-25","15:00","Brest",0.9,"0-3",1.1,"Strasbourg",NA,"Stade Francis-Le Blé","Jérôme Miguelgorry","Match Report",NA
8,"Sun","2020-10-25","15:00","Montpellier",0.2,"0-4",4,"Reims",NA,"Stade de la Mosson","Willy Delajod","Match Report",NA
8,"Sun","2020-10-25","15:00","Bordeaux",2.3,"2-0",0.9,"Nîmes",NA,"Stade Matmut-Atlantique","Bastien Dechepy","Match Report",NA
