"Wk","Day","Date","Time","Home","xG","Score","xG.1","Away","Attendance","Venue","Referee","Match.Report","Notes"
21,"Sat","2021-02-13","15:30","Stuttgart",1.3,"1-1",1.4,"Hertha BSC",NA,"Mercedes-Benz Arena","Harm Osmers","Match Report",NA
21,"Sat","2021-02-13","15:30","Dortmund",1.7,"2-2",2.6,"Hoffenheim",NA,"Signal Iduna Park","Bastian Dankert","Match Report",NA
21,"Sat","2021-02-13","18:30","Union Berlin",2.3,"0-0",0.4,"Schalke 04",NA,"Stadion An der Alten Försterei","Daniel Schlager","Match Report",NA
21,"Sun","2021-02-14","15:30","Eint Frankfurt",2,"2-0",0.4,"Köln",NA,"Commerzbank-Arena","Frank Willenborg","Match Report",NA
21,"Sun","2021-02-14","18:00","Wolfsburg",0.8,"0-0",0.6,"M'Gladbach",NA,"Volkswagen Arena","Tobias Stieler","Match Report",NA
21,"Mon","2021-02-15","20:30","Bayern Munich",2.1,"3-3",1.2,"Arminia",NA,"Allianz Arena","Florian Badstübner","Match Report",NA
22,"Fri","2021-02-19","20:30","Arminia",0.6,"0-3",1.1,"Wolfsburg",NA,"SchücoArena","Felix Brych","Match Report",NA
22,"Sat","2021-02-20","15:30","Freiburg",0.4,"0-1",1.2,"Union Berlin",NA,"Schwarzwald-Stadion","Sören Storks","Match Report",NA
22,"Sat","2021-02-20","15:30","Eint Frankfurt",1.1,"2-1",2,"Bayern Munich",NA,"Commerzbank-Arena","Sascha Stegemann","Match Report",NA
22,"Sat","2021-02-20","15:30","Köln",0.7,"0-1",0.5,"Stuttgart",NA,"RheinEnergieSTADION","Benjamin Cortus","Match Report",NA
22,"Sat","2021-02-20","15:30","M'Gladbach",0.8,"1-2",0.7,"Mainz 05",NA,"Stadion im Borussia-Park","Markus Schmidt","Match Report",NA
22,"Sat","2021-02-20","18:30","Schalke 04",0.8,"0-4",1.7,"Dortmund",NA,"Veltins-Arena","Daniel Siebert","Match Report",NA
22,"Sun","2021-02-21","13:30","Augsburg",1.5,"1-1",0.5,"Leverkusen",NA,"WWK Arena","Christian Dingert","Match Report",NA
22,"Sun","2021-02-21","15:30","Hertha BSC",0.6,"0-3",1,"RB Leipzig",NA,"Olympiastadion Berlin","Sven Jablonski","Match Report",NA
22,"Sun","2021-02-21","18:00","Hoffenheim",1.7,"4-0",0.1,"Werder Bremen",NA,"PreZero Arena","Robert Schröder","Match Report",NA
23,"Fri","2021-02-26","20:30","Werder Bremen",1,"2-1",0.9,"Eint Frankfurt",NA,"Weserstadion","Robert Hartmann","Match Report",NA
23,"Sat","2021-02-27","15:30","Wolfsburg",0.5,"2-0",1.2,"Hertha BSC",NA,"Volkswagen Arena","Bastian Dankert","Match Report",NA
23,"Sat","2021-02-27","15:30","Stuttgart",2.5,"5-1",1.5,"Schalke 04",NA,"Mercedes-Benz Arena","Guido Winkmann","Match Report",NA
23,"Sat","2021-02-27","15:30","Bayern Munich",2.1,"5-1",1,"Köln",NA,"Allianz Arena","Martin Petersen","Match Report",NA
23,"Sat","2021-02-27","15:30","Dortmund",3.6,"3-0",0.6,"Arminia",NA,"Signal Iduna Park","Tobias Reichel","Match Report",NA
23,"Sat","2021-02-27","18:30","RB Leipzig",1.8,"3-2",1.3,"M'Gladbach",NA,"Red Bull Arena","Manuel Gräfe","Match Report",NA
23,"Sun","2021-02-28","13:30","Union Berlin",1,"1-1",1.3,"Hoffenheim",NA,"Stadion An der Alten Försterei","Tobias Stieler","Match Report",NA
23,"Sun","2021-02-28","15:30","Mainz 05",0.6,"0-1",1.6,"Augsburg",NA,"Opel Arena","Daniel Schlager","Match Report",NA
23,"Sun","2021-02-28","18:00","Leverkusen",1.6,"1-2",1.4,"Freiburg",NA,"BayArena","Felix Zwayer","Match Report",NA
24,"Fri","2021-03-05","20:30","Schalke 04",0.2,"0-0",1.1,"Mainz 05",NA,"Veltins-Arena","Felix Brych","Match Report",NA
24,"Sat","2021-03-06","15:30","Freiburg",0.1,"0-3",1.8,"RB Leipzig",NA,"Schwarzwald-Stadion","Guido Winkmann","Match Report",NA
24,"Sat","2021-03-06","15:30","M'Gladbach",0.6,"0-1",1.5,"Leverkusen",NA,"Stadion im Borussia-Park","Daniel Siebert","Match Report",NA
24,"Sat","2021-03-06","15:30","Hertha BSC",2.3,"2-1",0.4,"Augsburg",NA,"Olympiastadion Berlin","Florian Badstübner","Match Report",NA
24,"Sat","2021-03-06","15:30","Hoffenheim",1.1,"2-1",1.9,"Wolfsburg",NA,"PreZero Arena","Markus Schmidt","Match Report",NA
24,"Sat","2021-03-06","15:30","Eint Frankfurt",1.6,"1-1",0.5,"Stuttgart",NA,"Commerzbank-Arena","Robert Schröder","Match Report",NA
24,"Sat","2021-03-06","18:30","Bayern Munich",2.9,"4-2",0.6,"Dortmund",NA,"Allianz Arena","Marco Fritz","Match Report",NA
24,"Sun","2021-03-07","15:30","Köln",1.6,"1-1",1.3,"Werder Bremen",NA,"RheinEnergieSTADION","Matthias Jöllenbeck","Match Report",NA
24,"Sun","2021-03-07","18:00","Arminia",0.5,"0-0",0.8,"Union Berlin",NA,"SchücoArena","Harm Osmers","Match Report",NA
20,"Wed","2021-03-10","18:30","Arminia",2.6,"0-2",1.5,"Werder Bremen",NA,"SchücoArena","Markus Schmidt","Match Report",NA
25,"Fri","2021-03-12","20:30","Augsburg",1.6,"3-1",3,"M'Gladbach",NA,"WWK Arena","Sven Jablonski","Match Report",NA
25,"Sat","2021-03-13","15:30","Mainz 05",1.7,"1-0",0.9,"Freiburg",NA,"Opel Arena","Benjamin Cortus","Match Report",NA
25,"Sat","2021-03-13","15:30","Union Berlin",2.3,"2-1",1.3,"Köln",NA,"Stadion An der Alten Försterei","Deniz Aytekin","Match Report",NA
25,"Sat","2021-03-13","15:30","Werder Bremen",1.2,"1-3",3,"Bayern Munich",NA,"Weserstadion","Manuel Gräfe","Match Report",NA
25,"Sat","2021-03-13","15:30","Wolfsburg",1.7,"5-0",0.2,"Schalke 04",NA,"Volkswagen Arena","Sören Storks","Match Report",NA
25,"Sat","2021-03-13","18:30","Dortmund",1.4,"2-0",0.4,"Hertha BSC",NA,"Signal Iduna Park","Martin Petersen","Match Report",NA
25,"Sun","2021-03-14","13:30","Leverkusen",2.5,"1-2",1.5,"Arminia",NA,"BayArena","Sascha Stegemann","Match Report",NA
25,"Sun","2021-03-14","15:30","RB Leipzig",1.8,"1-1",1,"Eint Frankfurt",NA,"Red Bull Arena","Felix Zwayer","Match Report",NA
25,"Sun","2021-03-14","18:00","Stuttgart",0.8,"2-0",1.1,"Hoffenheim",NA,"Mercedes-Benz Arena","Christian Dingert","Match Report",NA
26,"Fri","2021-03-19","20:30","Arminia",0.3,"0-1",2.8,"RB Leipzig",NA,"SchücoArena","Frank Willenborg","Match Report",NA
26,"Sat","2021-03-20","15:30","Köln",1.4,"2-2",1.8,"Dortmund",NA,"RheinEnergieSTADION","Daniel Siebert","Match Report",NA
26,"Sat","2021-03-20","15:30","Eint Frankfurt",2.4,"5-2",2.8,"Union Berlin",NA,"Commerzbank-Arena","Markus Schmidt","Match Report",NA
26,"Sat","2021-03-20","15:30","Bayern Munich",2.2,"4-0",0.8,"Stuttgart",NA,"Allianz Arena","Daniel Schlager","Match Report",NA
26,"Sat","2021-03-20","15:30","Werder Bremen",0.7,"1-2",1.6,"Wolfsburg",NA,"Weserstadion","Robert Schröder","Match Report",NA
26,"Sat","2021-03-20","18:30","Schalke 04",0.2,"0-3",2.4,"M'Gladbach",NA,"Veltins-Arena","Tobias Stieler","Match Report",NA
26,"Sun","2021-03-21","13:30","Hoffenheim",1.3,"1-2",3.5,"Mainz 05",NA,"PreZero Arena","Marco Fritz","Match Report",NA
26,"Sun","2021-03-21","15:30","Hertha BSC",1.9,"3-0",1.9,"Leverkusen",NA,"Olympiastadion Berlin","Felix Brych","Match Report",NA
26,"Sun","2021-03-21","18:00","Freiburg",1.4,"2-0",1,"Augsburg",NA,"Schwarzwald-Stadion","Bastian Dankert","Match Report",NA
27,"Sat","2021-04-03","15:30","Wolfsburg",0.8,"1-0",1.2,"Köln",NA,"Volkswagen Arena","Robert Hartmann","Match Report",NA
27,"Sat","2021-04-03","15:30","Leverkusen",0.7,"2-1",0.6,"Schalke 04",NA,"BayArena","Sven Jablonski","Match Report",NA
27,"Sat","2021-04-03","15:30","Mainz 05",1.8,"1-1",0.5,"Arminia",NA,"Opel Arena","Deniz Aytekin","Match Report",NA
27,"Sat","2021-04-03","15:30","Augsburg",0.6,"2-1",1,"Hoffenheim",NA,"WWK Arena","Guido Winkmann","Match Report",NA
27,"Sat","2021-04-03","15:30","Dortmund",1.7,"1-2",1.4,"Eint Frankfurt",NA,"Signal Iduna Park","Manuel Gräfe","Match Report",NA
27,"Sat","2021-04-03","18:30","RB Leipzig",0.7,"0-1",0.6,"Bayern Munich",NA,"Red Bull Arena","Daniel Siebert","Match Report",NA
27,"Sat","2021-04-03","20:30","M'Gladbach",1.9,"2-1",1.7,"Freiburg",NA,"Stadion im Borussia-Park","Christian Dingert","Match Report",NA
27,"Sun","2021-04-04","15:30","Stuttgart",0.8,"1-0",0.6,"Werder Bremen",NA,"Mercedes-Benz Arena","Felix Zwayer","Match Report",NA
27,"Sun","2021-04-04","18:00","Union Berlin",0.5,"1-1",0.9,"Hertha BSC",NA,"Stadion An der Alten Försterei","Sascha Stegemann","Match Report",NA
28,"Fri","2021-04-09","20:30","Arminia",1.4,"1-0",0.6,"Freiburg",NA,"SchücoArena","Martin Petersen","Match Report",NA
28,"Sat","2021-04-10","15:30","Hertha BSC",1.6,"2-2",1.3,"M'Gladbach",NA,"Olympiastadion Berlin","Patrick Ittrich","Match Report",NA
28,"Sat","2021-04-10","15:30","Bayern Munich",1,"1-1",1.1,"Union Berlin",NA,"Allianz Arena","Tobias Stieler","Match Report",NA
28,"Sat","2021-04-10","15:30","Werder Bremen",1.4,"1-4",1.6,"RB Leipzig",NA,"Weserstadion","Florian Badstübner","Match Report",NA
28,"Sat","2021-04-10","15:30","Eint Frankfurt",1.6,"4-3",1.8,"Wolfsburg",NA,"Commerzbank-Arena","Marco Fritz","Match Report",NA
28,"Sat","2021-04-10","18:30","Stuttgart",1.4,"2-3",1.3,"Dortmund",NA,"Mercedes-Benz Arena","Robert Schröder","Match Report",NA
28,"Sun","2021-04-11","15:30","Schalke 04",0.7,"1-0",0.9,"Augsburg",NA,"Veltins-Arena","Harm Osmers","Match Report",NA
28,"Sun","2021-04-11","18:00","Köln",2.5,"2-3",1.7,"Mainz 05",NA,"RheinEnergieSTADION","Felix Brych","Match Report",NA
28,"Mon","2021-04-12","20:30","Hoffenheim",0.1,"0-0",0.6,"Leverkusen",NA,"PreZero Arena","Matthias Jöllenbeck","Match Report",NA
29,"Fri","2021-04-16","20:30","RB Leipzig",1.3,"0-0",0.2,"Hoffenheim",NA,"Red Bull Arena","Manuel Gräfe","Match Report",NA
29,"Sat","2021-04-17","15:30","Union Berlin",1.4,"2-1",0.7,"Stuttgart",NA,"Stadion An der Alten Försterei","Benjamin Cortus","Match Report",NA
29,"Sat","2021-04-17","15:30","Wolfsburg",1.2,"2-3",2.1,"Bayern Munich",NA,"Volkswagen Arena","Felix Zwayer","Match Report",NA
29,"Sat","2021-04-17","15:30","Freiburg",2,"4-0",0.7,"Schalke 04",NA,"Schwarzwald-Stadion","Tobias Reichel","Match Report",NA
29,"Sat","2021-04-17","15:30","Augsburg",0.6,"0-0",0.7,"Arminia",NA,"WWK Arena","Markus Schmidt","Match Report",NA
29,"Sat","2021-04-17","15:30","M'Gladbach",2.1,"4-0",0.9,"Eint Frankfurt",NA,"Stadion im Borussia-Park","Deniz Aytekin","Match Report",NA
29,"Sat","2021-04-17","18:30","Leverkusen",1.8,"3-0",1.2,"Köln",NA,"BayArena","Sören Storks","Match Report",NA
29,"Sun","2021-04-18","15:30","Dortmund",2.9,"4-1",0.9,"Werder Bremen",NA,"Signal Iduna Park","Bastian Dankert","Match Report",NA
30,"Tue","2021-04-20","18:30","Köln",0.7,"2-1",2.5,"RB Leipzig",NA,"RheinEnergieSTADION","Frank Willenborg","Match Report",NA
30,"Tue","2021-04-20","20:30","Eint Frankfurt",1.1,"2-0",1.6,"Augsburg",NA,"Commerzbank-Arena","Robert Schröder","Match Report",NA
30,"Tue","2021-04-20","20:30","Arminia",1.9,"1-0",0.3,"Schalke 04",NA,"SchücoArena","Christian Dingert","Match Report",NA
30,"Tue","2021-04-20","20:30","Bayern Munich",1.7,"2-0",0.4,"Leverkusen",NA,"Allianz Arena","Guido Winkmann","Match Report",NA
30,"Wed","2021-04-21","20:30","Dortmund",4.3,"2-0",0.3,"Union Berlin",NA,"Signal Iduna Park","Daniel Schlager","Match Report",NA
30,"Wed","2021-04-21","20:30","Werder Bremen",1.1,"0-1",1.5,"Mainz 05",NA,"Weserstadion","Marco Fritz","Match Report",NA
30,"Wed","2021-04-21","20:30","Hoffenheim",2.1,"3-2",0.9,"M'Gladbach",NA,"PreZero Arena","Daniel Siebert","Match Report",NA
30,"Wed","2021-04-21","20:30","Stuttgart",2,"1-3",1.5,"Wolfsburg",NA,"Mercedes-Benz Arena","Felix Brych","Match Report",NA
31,"Fri","2021-04-23","20:30","Augsburg",1.6,"2-3",1.3,"Köln",NA,"WWK Arena","Martin Petersen","Match Report",NA
31,"Sat","2021-04-24","15:30","Mainz 05",0.5,"2-1",1.7,"Bayern Munich",NA,"Opel Arena","Harm Osmers","Match Report",NA
31,"Sat","2021-04-24","15:30","Union Berlin",1.9,"3-1",0.7,"Werder Bremen",NA,"Stadion An der Alten Försterei","Patrick Ittrich","Match Report",NA
31,"Sat","2021-04-24","15:30","Freiburg",1.8,"1-1",1.6,"Hoffenheim",NA,"Schwarzwald-Stadion","Manuel Gräfe","Match Report",NA
31,"Sat","2021-04-24","15:30","Wolfsburg",1.2,"0-2",1.3,"Dortmund",NA,"Volkswagen Arena","Tobias Stieler","Match Report",NA
31,"Sat","2021-04-24","18:30","Leverkusen",2.2,"3-1",2.4,"Eint Frankfurt",NA,"BayArena","Felix Zwayer","Match Report",NA
31,"Sun","2021-04-25","15:30","RB Leipzig",4.2,"2-0",0.2,"Stuttgart",NA,"Red Bull Arena","Deniz Aytekin","Match Report",NA
31,"Sun","2021-04-25","18:00","M'Gladbach",3.7,"5-0",0.7,"Arminia",NA,"Stadion im Borussia-Park","Robert Hartmann","Match Report",NA
29,"Mon","2021-05-03","18:00","Mainz 05",1.9,"1-1",1.5,"Hertha BSC",NA,"SchücoArena","Sascha Stegemann","Match Report",NA
30,"Thu","2021-05-06","18:30","Hertha BSC",1.5,"3-0",1,"Freiburg",NA,"Olympiastadion Berlin","Benjamin Cortus","Match Report",NA
32,"Fri","2021-05-07","20:30","Stuttgart",1.3,"2-1",2.1,"Augsburg",NA,"Mercedes-Benz Arena","Manuel Gräfe","Match Report",NA
32,"Sat","2021-05-08","15:30","Werder Bremen",0.6,"0-0",1.3,"Leverkusen",NA,"Weserstadion","Markus Schmidt","Match Report",NA
32,"Sat","2021-05-08","15:30","Wolfsburg",1.8,"3-0",0.5,"Union Berlin",NA,"Volkswagen Arena","Sven Jablonski","Match Report",NA
32,"Sat","2021-05-08","15:30","Hoffenheim",1.4,"4-2",0.9,"Schalke 04",NA,"PreZero Arena","Guido Winkmann","Match Report",NA
32,"Sat","2021-05-08","15:30","Dortmund",2.2,"3-2",1.9,"RB Leipzig",NA,"Signal Iduna Park","Daniel Siebert","Match Report",NA
32,"Sat","2021-05-08","18:30","Bayern Munich",3.3,"6-0",1.2,"M'Gladbach",NA,"Allianz Arena","Tobias Stieler","Match Report",NA
32,"Sun","2021-05-09","13:30","Köln",1.8,"1-4",2.6,"Freiburg",NA,"RheinEnergieSTADION","Marco Fritz","Match Report",NA
32,"Sun","2021-05-09","15:30","Eint Frankfurt",0.9,"1-1",0.4,"Mainz 05",NA,"Commerzbank-Arena","Felix Brych","Match Report",NA
32,"Sun","2021-05-09","18:00","Hertha BSC",0.8,"0-0",0.5,"Arminia",NA,"Olympiastadion Berlin","Bastian Dankert","Match Report",NA
31,"Wed","2021-05-12","18:00","Schalke 04",1.3,"1-2",1.9,"Hertha BSC",NA,"Veltins-Arena","Markus Schmidt","Match Report",NA
33,"Sat","2021-05-15","15:30","Hertha BSC",0.2,"0-0",1.4,"Köln",NA,"Olympiastadion Berlin","Deniz Aytekin","Match Report",NA
33,"Sat","2021-05-15","15:30","Freiburg",1.4,"2-2",3.4,"Bayern Munich",NA,"Schwarzwald-Stadion","Florian Badstübner","Match Report",NA
33,"Sat","2021-05-15","15:30","M'Gladbach",0.6,"1-2",0.7,"Stuttgart",NA,"Stadion im Borussia-Park","Sascha Stegemann","Match Report",NA
33,"Sat","2021-05-15","15:30","Arminia",1.8,"1-1",1.4,"Hoffenheim",NA,"SchücoArena","Daniel Schlager","Match Report",NA
33,"Sat","2021-05-15","15:30","Augsburg",1.6,"2-0",1.2,"Werder Bremen",NA,"WWK Arena","Robert Schröder","Match Report",NA
33,"Sat","2021-05-15","15:30","Leverkusen",1.3,"1-1",1.5,"Union Berlin",NA,"BayArena","Patrick Ittrich","Match Report",NA
33,"Sat","2021-05-15","15:30","Schalke 04",2.8,"4-3",2.6,"Eint Frankfurt",NA,"Veltins-Arena","Sven Jablonski","Match Report",NA
33,"Sun","2021-05-16","18:00","Mainz 05",1.3,"1-3",1.9,"Dortmund",NA,"Opel Arena","Harm Osmers","Match Report",NA
33,"Sun","2021-05-16","20:30","RB Leipzig",2,"2-2",1,"Wolfsburg",NA,"Red Bull Arena","Felix Zwayer","Match Report",NA
34,"Sat","2021-05-22","15:30","Bayern Munich",4.1,"5-2",1.5,"Augsburg",250,"Allianz Arena","Markus Schmidt","Match Report",NA
34,"Sat","2021-05-22","15:30","Stuttgart",1,"0-2",1.6,"Arminia",NA,"Mercedes-Benz Arena","Tobias Stieler","Match Report",NA
34,"Sat","2021-05-22","15:30","Eint Frankfurt",1.9,"3-1",0.9,"Freiburg",NA,"Commerzbank-Arena","Christian Dingert","Match Report",NA
34,"Sat","2021-05-22","15:30","Hoffenheim",2.6,"2-1",1.5,"Hertha BSC",100,"PreZero Arena","Frank Willenborg","Match Report",NA
34,"Sat","2021-05-22","15:30","Werder Bremen",2.1,"2-4",2,"M'Gladbach",100,"Weserstadion","Felix Brych","Match Report",NA
34,"Sat","2021-05-22","15:30","Union Berlin",0.9,"2-1",2.6,"RB Leipzig",2000,"Stadion An der Alten Försterei","Guido Winkmann","Match Report",NA
34,"Sat","2021-05-22","15:30","Dortmund",1.3,"3-1",1.8,"Leverkusen",NA,"Signal Iduna Park","Manuel Gräfe","Match Report",NA
34,"Sat","2021-05-22","15:30","Köln",2.2,"1-0",0.5,"Schalke 04",NA,"RheinEnergieSTADION","Daniel Siebert","Match Report",NA
34,"Sat","2021-05-22","15:30","Wolfsburg",1.4,"2-3",2.6,"Mainz 05",NA,"Volkswagen Arena","Bastian Dankert","Match Report",NA
