"Wk","Day","Date","Time","Home","xG","Score","xG.1","Away","Attendance","Venue","Referee","Match.Report","Notes"
21,"Fri","2020-02-07","20:30","Eint Frankfurt",2.3,"5-0",0.5,"Augsburg",48800,"Commerzbank-Arena","Manuel Gräfe","Match Report",NA
21,"Sat","2020-02-08","15:30","Werder Bremen",1.3,"0-2",1.4,"Union Berlin",42100,"Weserstadion","Daniel Schlager","Match Report",NA
21,"Sat","2020-02-08","15:30","Wolfsburg",1,"1-1",0.8,"Düsseldorf",23445,"Volkswagen Arena","Tobias Stieler","Match Report",NA
21,"Sat","2020-02-08","15:30","Freiburg",1.7,"1-0",1.5,"Hoffenheim",24000,"Schwarzwald-Stadion","Sven Jablonski","Match Report",NA
21,"Sat","2020-02-08","15:30","Schalke 04",1.3,"1-1",0.8,"Paderborn 07",61614,"Veltins-Arena","Felix Brych","Match Report",NA
21,"Sat","2020-02-08","15:30","Hertha BSC",0.7,"1-3",2.2,"Mainz 05",35049,"Olympiastadion Berlin","Martin Petersen","Match Report",NA
21,"Sat","2020-02-08","18:30","Leverkusen",1.5,"4-3",0.8,"Dortmund",30210,"BayArena","Markus Schmidt","Match Report",NA
21,"Sun","2020-02-09","18:00","Bayern Munich",1.4,"0-0",1.3,"RB Leipzig",75000,"Allianz Arena","Marco Fritz","Match Report",NA
22,"Fri","2020-02-14","20:30","Dortmund",1.2,"4-0",0,"Eint Frankfurt",81365,"Signal Iduna Park","Bastian Dankert","Match Report",NA
22,"Sat","2020-02-15","15:30","Hoffenheim",2.5,"2-3",2.7,"Wolfsburg",22506,"PreZero Arena","Sören Storks","Match Report",NA
22,"Sat","2020-02-15","15:30","RB Leipzig",1.3,"3-0",0.4,"Werder Bremen",41308,"Red Bull Arena","Benjamin Cortus","Match Report",NA
22,"Sat","2020-02-15","15:30","Paderborn 07",0.8,"1-2",1.8,"Hertha BSC",14687,"Benteler-Arena","Bibiana Steinhaus","Match Report",NA
22,"Sat","2020-02-15","15:30","Union Berlin",1.3,"2-3",1,"Leverkusen",22012,"Stadion An der Alten Försterei","Harm Osmers","Match Report",NA
22,"Sat","2020-02-15","15:30","Augsburg",0.9,"1-1",1.3,"Freiburg",26822,"WWK Arena","Patrick Ittrich","Match Report",NA
22,"Sat","2020-02-15","18:30","Düsseldorf",1,"1-4",2.3,"M'Gladbach",51000,"Merkur Spielarena","Daniel Siebert","Match Report",NA
22,"Sun","2020-02-16","15:30","Köln",2.5,"1-4",2.6,"Bayern Munich",50000,"RheinEnergieSTADION","Felix Zwayer","Match Report",NA
22,"Sun","2020-02-16","18:00","Mainz 05",1.3,"0-0",0.8,"Schalke 04",27482,"Opel Arena","Guido Winkmann","Match Report",NA
23,"Fri","2020-02-21","20:30","Bayern Munich",2.6,"3-2",1.3,"Paderborn 07",75000,"Allianz Arena","Markus Schmidt","Match Report",NA
23,"Sat","2020-02-22","15:30","Freiburg",0.9,"0-2",0.8,"Düsseldorf",24000,"Schwarzwald-Stadion","Frank Willenborg","Match Report",NA
23,"Sat","2020-02-22","15:30","Werder Bremen",0.2,"0-2",1.1,"Dortmund",42100,"Weserstadion","Marco Fritz","Match Report",NA
23,"Sat","2020-02-22","15:30","M'Gladbach",2.4,"1-1",1.6,"Hoffenheim",50250,"Stadion im Borussia-Park","Felix Brych","Match Report",NA
23,"Sat","2020-02-22","15:30","Hertha BSC",0.6,"0-5",2.6,"Köln",46207,"Olympiastadion Berlin","Daniel Schlager","Match Report",NA
23,"Sat","2020-02-22","18:30","Schalke 04",0.2,"0-5",2.6,"RB Leipzig",61433,"Veltins-Arena","Sascha Stegemann","Match Report",NA
23,"Sun","2020-02-23","15:30","Leverkusen",0.9,"2-0",0.6,"Augsburg",23703,"BayArena","Sven Jablonski","Match Report",NA
23,"Sun","2020-02-23","18:00","Wolfsburg",2.8,"4-0",0.9,"Mainz 05",21058,"Volkswagen Arena","Benjamin Cortus","Match Report",NA
23,"Mon","2020-02-24","20:30","Eint Frankfurt",1.8,"1-2",1.5,"Union Berlin",47000,"Commerzbank-Arena","Deniz Aytekin","Match Report",NA
24,"Fri","2020-02-28","20:30","Düsseldorf",1.4,"3-3",2.9,"Hertha BSC",31632,"Merkur Spielarena","Tobias Stieler","Match Report",NA
24,"Sat","2020-02-29","15:30","Hoffenheim",0.4,"0-6",3.5,"Bayern Munich",30150,"PreZero Arena","Christian Dingert","Match Report",NA
24,"Sat","2020-02-29","15:30","Mainz 05",1,"2-0",0.6,"Paderborn 07",24231,"Opel Arena","Harm Osmers","Match Report",NA
24,"Sat","2020-02-29","15:30","Augsburg",1.1,"2-3",2.5,"M'Gladbach",29303,"WWK Arena","Markus Schmidt","Match Report",NA
24,"Sat","2020-02-29","15:30","Dortmund",1.6,"1-0",1.1,"Freiburg",81365,"Signal Iduna Park","Robert Hartmann","Match Report",NA
24,"Sat","2020-02-29","18:30","Köln",1.1,"3-0",0.8,"Schalke 04",50000,"RheinEnergieSTADION","Manuel Gräfe","Match Report",NA
24,"Sun","2020-03-01","13:30","Union Berlin",0.6,"2-2",1,"Wolfsburg",22012,"Stadion An der Alten Försterei","Bastian Dankert","Match Report",NA
24,"Sun","2020-03-01","15:30","RB Leipzig",0.6,"1-1",1.3,"Leverkusen",41216,"Red Bull Arena","Felix Zwayer","Match Report",NA
25,"Fri","2020-03-06","20:00","Paderborn 07",0.6,"1-2",2.5,"Köln",15000,"Benteler-Arena","Daniel Siebert","Match Report",NA
25,"Sat","2020-03-07","15:30","Schalke 04",0.8,"1-1",0.6,"Hoffenheim",58324,"Veltins-Arena","Sven Jablonski","Match Report",NA
25,"Sat","2020-03-07","15:30","Leverkusen",2.3,"4-0",0.8,"Eint Frankfurt",30210,"BayArena","Felix Brych","Match Report",NA
25,"Sat","2020-03-07","15:30","Hertha BSC",1.1,"2-2",0.9,"Werder Bremen",58028,"Olympiastadion Berlin","Guido Winkmann","Match Report",NA
25,"Sat","2020-03-07","15:30","Wolfsburg",0.8,"0-0",1.2,"RB Leipzig",27195,"Volkswagen Arena","Daniel Schlager","Match Report",NA
25,"Sat","2020-03-07","15:30","Freiburg",0.8,"3-1",0.6,"Union Berlin",24000,"Schwarzwald-Stadion","Marco Fritz","Match Report",NA
25,"Sat","2020-03-07","18:30","M'Gladbach",2,"1-2",0.7,"Dortmund",53877,"Stadion im Borussia-Park","Sascha Stegemann","Match Report",NA
25,"Sun","2020-03-08","15:30","Bayern Munich",2.9,"2-0",0.7,"Augsburg",75000,"Allianz Arena","Bibiana Steinhaus","Match Report",NA
25,"Sun","2020-03-08","18:00","Mainz 05",0.8,"1-1",1.9,"Düsseldorf",21409,"Opel Arena","Harm Osmers","Match Report",NA
21,"Wed","2020-03-11","18:30","M'Gladbach",0.9,"2-1",0.8,"Köln",NA,"Stadion im Borussia-Park","Deniz Aytekin","Match Report",NA
26,"Sat","2020-05-16","15:30","RB Leipzig",2.1,"1-1",0.3,"Freiburg",NA,"Red Bull Arena","Manuel Gräfe","Match Report",NA
26,"Sat","2020-05-16","15:30","Düsseldorf",0.7,"0-0",0.7,"Paderborn 07",NA,"Merkur Spielarena","Frank Willenborg","Match Report",NA
26,"Sat","2020-05-16","15:30","Dortmund",1.6,"4-0",0.5,"Schalke 04",NA,"Signal Iduna Park","Deniz Aytekin","Match Report",NA
26,"Sat","2020-05-16","15:30","Hoffenheim",2.5,"0-3",1.5,"Hertha BSC",NA,"PreZero Arena","Christian Dingert","Match Report",NA
26,"Sat","2020-05-16","15:30","Augsburg",1.1,"1-2",1.5,"Wolfsburg",NA,"WWK Arena","Felix Brych","Match Report",NA
26,"Sat","2020-05-16","18:30","Eint Frankfurt",1,"1-3",3.2,"M'Gladbach",NA,"Commerzbank-Arena","Felix Zwayer","Match Report",NA
26,"Sun","2020-05-17","15:30","Köln",2.3,"2-2",1.9,"Mainz 05",NA,"RheinEnergieSTADION","Guido Winkmann","Match Report",NA
26,"Sun","2020-05-17","18:00","Union Berlin",0.5,"0-2",1.5,"Bayern Munich",NA,"Stadion An der Alten Försterei","Bastian Dankert","Match Report",NA
26,"Mon","2020-05-18","20:30","Werder Bremen",1.2,"1-4",1.7,"Leverkusen",NA,"Weserstadion","Tobias Stieler","Match Report",NA
27,"Fri","2020-05-22","20:30","Hertha BSC",1.6,"4-0",0.2,"Union Berlin",NA,"Olympiastadion Berlin","Harm Osmers","Match Report",NA
27,"Sat","2020-05-23","15:30","Paderborn 07",0.7,"1-1",1.7,"Hoffenheim",NA,"Benteler-Arena","Bibiana Steinhaus","Match Report",NA
27,"Sat","2020-05-23","15:30","Wolfsburg",0.4,"0-2",0.9,"Dortmund",NA,"Volkswagen Arena","Daniel Siebert","Match Report",NA
27,"Sat","2020-05-23","15:30","M'Gladbach",1.6,"1-3",2.9,"Leverkusen",NA,"Stadion im Borussia-Park","Sören Storks","Match Report",NA
27,"Sat","2020-05-23","15:30","Freiburg",0.7,"0-1",0.8,"Werder Bremen",NA,"Schwarzwald-Stadion","Robert Hartmann","Match Report",NA
27,"Sat","2020-05-23","18:30","Bayern Munich",2.7,"5-2",1,"Eint Frankfurt",NA,"Allianz Arena","Marco Fritz","Match Report",NA
27,"Sun","2020-05-24","13:30","Schalke 04",0.6,"0-3",1.3,"Augsburg",NA,"Veltins-Arena","Sascha Stegemann","Match Report",NA
27,"Sun","2020-05-24","15:30","Mainz 05",0.3,"0-5",5.2,"RB Leipzig",NA,"Opel Arena","Markus Schmidt","Match Report",NA
27,"Sun","2020-05-24","18:00","Köln",1.4,"2-2",0.7,"Düsseldorf",NA,"RheinEnergieSTADION","Benjamin Cortus","Match Report",NA
28,"Tue","2020-05-26","18:30","Dortmund",0.9,"0-1",0.8,"Bayern Munich",NA,"Signal Iduna Park","Tobias Stieler","Match Report",NA
28,"Tue","2020-05-26","20:30","Leverkusen",1,"1-4",2.4,"Wolfsburg",NA,"BayArena","Daniel Schlager","Match Report",NA
28,"Tue","2020-05-26","20:30","Eint Frankfurt",4.8,"3-3",0.9,"Freiburg",NA,"Commerzbank-Arena","Martin Petersen","Match Report",NA
28,"Tue","2020-05-26","20:30","Werder Bremen",0.8,"0-0",0.5,"M'Gladbach",NA,"Weserstadion","Manuel Gräfe","Match Report",NA
28,"Wed","2020-05-27","18:30","RB Leipzig",0.7,"2-2",1.6,"Hertha BSC",NA,"Red Bull Arena","Bastian Dankert","Match Report",NA
28,"Wed","2020-05-27","20:30","Hoffenheim",1.3,"3-1",2.2,"Köln",NA,"PreZero Arena","Felix Brych","Match Report",NA
28,"Wed","2020-05-27","20:30","Union Berlin",0.4,"1-1",1,"Mainz 05",NA,"Stadion An der Alten Försterei","Robert Schröder","Match Report",NA
28,"Wed","2020-05-27","20:30","Düsseldorf",1.9,"2-1",0.6,"Schalke 04",NA,"Merkur Spielarena","Tobias Welz","Match Report",NA
28,"Wed","2020-05-27","20:30","Augsburg",0.7,"0-0",1.7,"Paderborn 07",NA,"WWK Arena","Deniz Aytekin","Match Report",NA
29,"Fri","2020-05-29","20:30","Freiburg",0.9,"0-1",0.6,"Leverkusen",NA,"Schwarzwald-Stadion","Marco Fritz","Match Report",NA
29,"Sat","2020-05-30","15:30","Wolfsburg",1.6,"1-2",1.6,"Eint Frankfurt",NA,"Volkswagen Arena","Guido Winkmann","Match Report",NA
29,"Sat","2020-05-30","15:30","Mainz 05",0.9,"0-1",1.7,"Hoffenheim",NA,"Opel Arena","Sascha Stegemann","Match Report",NA
29,"Sat","2020-05-30","15:30","Schalke 04",0.7,"0-1",0.5,"Werder Bremen",NA,"Veltins-Arena","Felix Zwayer","Match Report",NA
29,"Sat","2020-05-30","15:30","Hertha BSC",2.1,"2-0",0.6,"Augsburg",NA,"Olympiastadion Berlin","Sven Jablonski","Match Report",NA
29,"Sat","2020-05-30","18:30","Bayern Munich",3,"5-0",0.8,"Düsseldorf",NA,"Allianz Arena","Robert Hartmann","Match Report",NA
29,"Sun","2020-05-31","15:30","M'Gladbach",2.2,"4-1",0.9,"Union Berlin",NA,"Stadion im Borussia-Park","Frank Willenborg","Match Report",NA
29,"Sun","2020-05-31","18:00","Paderborn 07",1,"1-6",3.8,"Dortmund",NA,"Benteler-Arena","Daniel Siebert","Match Report",NA
29,"Mon","2020-06-01","20:30","Köln",1,"2-4",3.4,"RB Leipzig",NA,"RheinEnergieSTADION","Christian Dingert","Match Report",NA
24,"Wed","2020-06-03","20:30","Werder Bremen",0.5,"0-3",1.5,"Eint Frankfurt",NA,"Weserstadion","Patrick Ittrich","Match Report",NA
30,"Fri","2020-06-05","20:30","Freiburg",1.1,"1-0",2.4,"M'Gladbach",NA,"Schwarzwald-Stadion","Markus Schmidt","Match Report",NA
30,"Sat","2020-06-06","15:30","Eint Frankfurt",0.4,"0-2",2,"Mainz 05",NA,"Commerzbank-Arena","Felix Brych","Match Report",NA
30,"Sat","2020-06-06","15:30","RB Leipzig",2.1,"1-1",1.4,"Paderborn 07",NA,"Red Bull Arena","Deniz Aytekin","Match Report",NA
30,"Sat","2020-06-06","15:30","Düsseldorf",2.2,"2-2",0.9,"Hoffenheim",NA,"Merkur Spielarena","Sören Storks","Match Report",NA
30,"Sat","2020-06-06","15:30","Leverkusen",0.9,"2-4",2.6,"Bayern Munich",NA,"BayArena","Manuel Gräfe","Match Report",NA
30,"Sat","2020-06-06","18:30","Dortmund",1.8,"1-0",0.4,"Hertha BSC",NA,"Signal Iduna Park","Harm Osmers","Match Report",NA
30,"Sun","2020-06-07","13:30","Werder Bremen",0.7,"0-1",1.7,"Wolfsburg",NA,"Weserstadion","Bibiana Steinhaus","Match Report",NA
30,"Sun","2020-06-07","15:30","Union Berlin",1.6,"1-1",0.2,"Schalke 04",NA,"Stadion An der Alten Försterei","Tobias Stieler","Match Report",NA
30,"Sun","2020-06-07","18:00","Augsburg",2.1,"1-1",1,"Köln",NA,"WWK Arena","Benjamin Cortus","Match Report",NA
31,"Fri","2020-06-12","20:30","Hoffenheim",1.8,"0-2",1.6,"RB Leipzig",NA,"PreZero Arena","Tobias Welz","Match Report",NA
31,"Sat","2020-06-13","15:30","Paderborn 07",1.7,"1-5",2.6,"Werder Bremen",NA,"Benteler-Arena","Christian Dingert","Match Report",NA
31,"Sat","2020-06-13","15:30","Hertha BSC",0.9,"1-4",2.5,"Eint Frankfurt",NA,"Olympiastadion Berlin","Robert Hartmann","Match Report",NA
31,"Sat","2020-06-13","15:30","Wolfsburg",2.4,"2-2",2.2,"Freiburg",NA,"Volkswagen Arena","Bastian Dankert","Match Report",NA
31,"Sat","2020-06-13","15:30","Köln",1.1,"1-2",1.1,"Union Berlin",NA,"RheinEnergieSTADION","Martin Petersen","Match Report",NA
31,"Sat","2020-06-13","15:30","Düsseldorf",0.5,"0-1",0.6,"Dortmund",NA,"Merkur Spielarena","Sascha Stegemann","Match Report",NA
31,"Sat","2020-06-13","18:30","Bayern Munich",1.5,"2-1",0.7,"M'Gladbach",NA,"Allianz Arena","Felix Zwayer","Match Report",NA
31,"Sun","2020-06-14","15:30","Mainz 05",1.7,"0-1",0.9,"Augsburg",NA,"Opel Arena","Marco Fritz","Match Report",NA
31,"Sun","2020-06-14","18:00","Schalke 04",1.3,"1-1",1.2,"Leverkusen",NA,"Veltins-Arena","Daniel Siebert","Match Report",NA
32,"Tue","2020-06-16","18:30","M'Gladbach",1.7,"3-0",0.4,"Wolfsburg",NA,"Stadion im Borussia-Park","Robert Schröder","Match Report",NA
32,"Tue","2020-06-16","20:30","Union Berlin",1.7,"1-0",0.8,"Paderborn 07",NA,"Stadion An der Alten Försterei","Bibiana Steinhaus","Match Report",NA
32,"Tue","2020-06-16","20:30","Freiburg",1.9,"2-1",1.8,"Hertha BSC",NA,"Schwarzwald-Stadion","Tobias Stieler","Match Report",NA
32,"Tue","2020-06-16","20:30","Werder Bremen",0.5,"0-1",1.1,"Bayern Munich",NA,"Weserstadion","Harm Osmers","Match Report",NA
32,"Wed","2020-06-17","18:30","Eint Frankfurt",2.5,"2-1",0.8,"Schalke 04",NA,"Commerzbank-Arena","Guido Winkmann","Match Report",NA
32,"Wed","2020-06-17","20:30","RB Leipzig",1.2,"2-2",1,"Düsseldorf",NA,"Red Bull Arena","Manuel Gräfe","Match Report",NA
32,"Wed","2020-06-17","20:30","Leverkusen",2.3,"3-1",0.6,"Köln",NA,"BayArena","Sven Jablonski","Match Report",NA
32,"Wed","2020-06-17","20:30","Augsburg",0.5,"1-3",1.6,"Hoffenheim",NA,"WWK Arena","Deniz Aytekin","Match Report",NA
32,"Wed","2020-06-17","20:30","Dortmund",1.1,"0-2",1.8,"Mainz 05",NA,"Signal Iduna Park","Frank Willenborg","Match Report",NA
33,"Sat","2020-06-20","15:30","Schalke 04",0.9,"1-4",2.1,"Wolfsburg",NA,"Veltins-Arena","Sascha Stegemann","Match Report",NA
33,"Sat","2020-06-20","15:30","Köln",1,"1-1",1.6,"Eint Frankfurt",NA,"RheinEnergieSTADION","Christian Dingert","Match Report",NA
33,"Sat","2020-06-20","15:30","Düsseldorf",0.4,"1-1",1.5,"Augsburg",NA,"Merkur Spielarena","Daniel Siebert","Match Report",NA
33,"Sat","2020-06-20","15:30","RB Leipzig",0.9,"0-2",3.1,"Dortmund",NA,"Red Bull Arena","Felix Zwayer","Match Report",NA
33,"Sat","2020-06-20","15:30","Bayern Munich",2,"3-1",1.8,"Freiburg",NA,"Allianz Arena","Sören Storks","Match Report",NA
33,"Sat","2020-06-20","15:30","Mainz 05",1.9,"3-1",2,"Werder Bremen",NA,"Opel Arena","Manuel Gräfe","Match Report",NA
33,"Sat","2020-06-20","15:30","Hoffenheim",2.1,"4-0",0.4,"Union Berlin",NA,"PreZero Arena","Robert Hartmann","Match Report",NA
33,"Sat","2020-06-20","15:30","Hertha BSC",1.9,"2-0",1.4,"Leverkusen",NA,"Olympiastadion Berlin","Felix Brych","Match Report",NA
33,"Sat","2020-06-20","15:30","Paderborn 07",0.6,"1-3",4,"M'Gladbach",NA,"Benteler-Arena","Tobias Welz","Match Report",NA
34,"Sat","2020-06-27","15:30","Wolfsburg",0.8,"0-4",3.2,"Bayern Munich",NA,"Volkswagen Arena","Patrick Ittrich","Match Report",NA
34,"Sat","2020-06-27","15:30","M'Gladbach",3,"2-1",1,"Hertha BSC",NA,"Stadion im Borussia-Park","Deniz Aytekin","Match Report",NA
34,"Sat","2020-06-27","15:30","Augsburg",0.2,"1-2",2.2,"RB Leipzig",NA,"WWK Arena","Felix Brych","Match Report",NA
34,"Sat","2020-06-27","15:30","Werder Bremen",3,"6-1",0.8,"Köln",NA,"Weserstadion","Bastian Dankert","Match Report",NA
34,"Sat","2020-06-27","15:30","Union Berlin",1.8,"3-0",1,"Düsseldorf",NA,"Stadion An der Alten Försterei","Harm Osmers","Match Report",NA
34,"Sat","2020-06-27","15:30","Freiburg",1.5,"4-0",0.8,"Schalke 04",NA,"Schwarzwald-Stadion","Martin Petersen","Match Report",NA
34,"Sat","2020-06-27","15:30","Eint Frankfurt",2.1,"3-2",2.2,"Paderborn 07",NA,"Commerzbank-Arena","Benjamin Brand","Match Report",NA
34,"Sat","2020-06-27","15:30","Leverkusen",1.5,"1-0",0.4,"Mainz 05",NA,"BayArena","Benjamin Cortus","Match Report",NA
34,"Sat","2020-06-27","15:30","Dortmund",0.2,"0-4",3.1,"Hoffenheim",NA,"Signal Iduna Park","Guido Winkmann","Match Report",NA
